step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.347382878101035,0,0.0,0.9139547248477364,0,0.0
10.0,0,0.0,0.0,12.374780208669572,0,0.0,0.9193675495043857,0,0.0
15.0,3,6.0,0.3333333333333333,7.309991166346167,3,6.0,0.4296972892785521,3,6.0
20.0,8,42.0,2.3333333333333335,7.0661718872739145,8,42.0,0.4109047480401644,8,42.0
25.0,5,44.0,2.2,5.599879078913332,5,58.0,0.4240740023458028,5,58.0
30.0,10,83.0,4.15,6.193274963000498,10,83.0,0.34259443818915397,10,83.0
35.0,6,98.0,4.083333333333333,5.541722091254084,6,109.0,0.283254047377338,6,109.0
40.0,8,137.0,5.074074074074074,8.014976452182465,8,137.0,0.4956001994727555,8,137.0
45.0,4,69.0,2.3,7.273228092840518,4,117.0,0.4486384529296442,4,117.0
50.0,8,105.0,3.75,6.648425976516203,8,105.0,0.360528621673123,8,105.0
55.0,10,106.0,3.533333333333333,5.6661822295146544,10,136.0,0.282652486909651,10,136.0
60.0,8,144.0,5.142857142857143,6.864759486748996,8,146.0,0.3221039125168517,8,146.0
65.0,10,149.0,4.966666666666667,5.966281610060471,10,174.0,0.2931459451959007,10,174.0
70.0,14,213.0,8.192307692307692,5.715466140671039,14,215.0,0.2597266468548754,14,215.0
75.0,10,213.0,5.916666666666667,6.51381440961925,10,253.0,0.39030738156488065,10,253.0
80.0,8,239.0,7.46875,8.05867381572594,8,257.0,0.494365636265338,8,257.0
85.0,9,142.0,3.736842105263158,6.5166055737472925,9,146.0,0.3399033256234362,9,146.0
90.0,16,208.0,6.117647058823529,5.130421272880494,16,212.0,0.21283057110973164,16,212.0
95.0,15,263.0,7.735294117647059,3.658690244602478,15,283.0,0.17302685621941877,15,283.0
100.0,14,322.0,9.757575757575758,6.0749506914803675,14,325.0,0.2891866431080123,14,325.0
105.0,16,396.0,11.0,5.613919441067663,16,399.0,0.23863524152576526,16,399.0
110.0,22,490.0,13.61111111111111,4.119373553288718,22,493.0,0.2623736967475153,22,493.0
115.0,20,558.0,15.5,3.216516070681073,20,583.0,0.2346881274453511,20,583.0
120.0,18,628.0,16.526315789473685,4.565929818667558,18,644.0,0.2528187833952435,18,644.0
125.0,18,354.0,8.428571428571429,4.340615050644296,18,596.0,0.2001518531670999,18,596.0
130.0,18,243.0,6.075,4.79351024911963,18,456.0,0.20645907426942073,18,456.0
135.0,18,333.0,7.928571428571429,5.596376619000494,18,367.0,0.22578195330116774,18,367.0
140.0,18,350.0,8.75,4.622062241466186,18,426.0,0.1947745887089874,18,426.0
145.0,12,347.0,8.463414634146341,5.356006161580904,12,442.0,0.24577174299777818,12,442.0
150.0,14,415.0,9.431818181818182,7.474891470276563,14,462.0,0.41619937653813877,14,462.0
155.0,8,142.0,3.641025641025641,5.166667908751279,8,371.0,0.2432818524415329,8,371.0
160.0,15,138.0,3.3658536585365852,5.307879208086453,15,233.0,0.23982552951965638,15,233.0
165.0,16,192.0,5.052631578947368,3.7677680891703123,16,298.0,0.12636597860886314,16,298.0
170.0,18,256.0,6.4,5.349423174792291,18,356.0,0.2600892073278823,18,356.0
175.0,14,150.0,4.054054054054054,5.128515975951387,14,344.0,0.22226941241180145,14,344.0
180.0,14,161.0,4.351351351351352,5.475422868876883,14,288.0,0.2242871700057232,14,288.0
185.0,12,189.0,4.725,5.166877149714008,12,297.0,0.236378964465796,12,297.0
190.0,12,229.0,5.585365853658536,6.068579536868752,12,333.0,0.31200300996319746,12,333.0
195.0,14,126.0,3.3157894736842106,4.64635742535661,14,278.0,0.21357408382606394,14,278.0
200.0,16,196.0,5.297297297297297,5.010986029319578,16,244.0,0.24515273839185564,16,244.0
205.0,18,237.0,6.2368421052631575,4.452650939959139,18,299.0,0.1457184794420254,18,299.0
210.0,13,257.0,6.7631578947368425,5.888407508435316,13,323.0,0.27092266595440256,13,323.0
215.0,8,157.0,4.617647058823529,5.024083100546692,8,295.0,0.19326422020161207,8,295.0
220.0,11,178.0,4.238095238095238,6.897951458605183,11,243.0,0.38934899781610044,11,243.0
225.0,17,254.0,6.512820512820513,6.994833866203417,17,297.0,0.36445275865969035,17,297.0
230.0,16,262.0,6.390243902439025,4.1185532153601905,16,336.0,0.18260297016085478,16,336.0
235.0,13,258.0,7.166666666666667,4.301642356835508,13,350.0,0.18249922335307503,13,350.0
240.0,11,135.0,3.4615384615384617,5.059193606865254,11,242.0,0.2518051560073807,11,242.0
245.0,19,214.0,5.631578947368421,4.5602135228996605,19,302.0,0.16829978682201838,19,302.0
250.0,19,266.0,7.0,3.662232996833411,19,362.0,0.17008153496010062,19,362.0
255.0,14,287.0,7.175,4.889546417302875,14,375.0,0.2583858806880738,14,375.0
260.0,8,114.0,2.590909090909091,6.685848920103678,8,296.0,0.37602880725801924,8,296.0
265.0,13,166.0,3.9523809523809526,5.654999145485074,13,236.0,0.25560821628365266,13,236.0
270.0,18,211.0,5.023809523809524,4.3278614985875965,18,286.0,0.18791779699210648,18,286.0
275.0,13,252.0,6.631578947368421,4.00306055626112,13,314.0,0.14645404972617693,13,314.0
280.0,11,92.0,2.1904761904761907,4.801091931955294,11,283.0,0.2465116340477214,11,283.0
285.0,12,103.0,2.641025641025641,4.731826778641958,12,212.0,0.19394982152811527,12,212.0
290.0,14,124.0,2.6956521739130435,5.1491077923363004,14,229.0,0.28390350456281704,14,229.0
295.0,13,138.0,3.066666666666667,6.355909907456245,13,242.0,0.3486511863319241,13,242.0
300.0,9,172.0,4.0,6.332868558836992,9,234.0,0.2823079823436546,9,234.0
305.0,11,89.0,2.0697674418604652,5.1479280043735365,11,222.0,0.24310891042166174,11,222.0
310.0,16,157.0,4.0256410256410255,4.757596572398083,16,220.0,0.1941234447816141,16,220.0
315.0,18,207.0,5.048780487804878,4.709998519625717,18,285.0,0.1836728406248968,18,285.0
320.0,12,239.0,6.2894736842105265,4.982580024765739,12,312.0,0.20922959820606424,12,312.0
325.0,11,110.0,2.682926829268293,5.035764413390836,11,285.0,0.2695908155902442,11,285.0
330.0,11,99.0,2.475,6.007210932551494,11,207.0,0.304265003632909,11,207.0
335.0,13,107.0,2.6097560975609757,5.442329894722885,13,225.0,0.267321871807166,13,225.0
340.0,16,126.0,3.230769230769231,4.508054150176046,16,232.0,0.13832714725657735,16,232.0
345.0,12,173.0,4.219512195121951,6.959989765512111,12,261.0,0.28844259898749475,12,261.0
350.0,14,237.0,6.405405405405405,7.093307724372618,14,303.0,0.2977025070506234,14,303.0
355.0,9,200.0,5.714285714285714,6.110548308132181,9,293.0,0.3210071412300133,9,293.0
360.0,12,228.0,7.354838709677419,5.328211872551399,12,267.0,0.20672771528178746,12,267.0
365.0,13,254.0,6.35,6.190526623665106,13,312.0,0.36442840795627784,13,312.0
370.0,10,289.0,8.027777777777779,6.1996465555572025,10,334.0,0.3349351340440253,10,334.0
375.0,12,205.0,5.125,4.99323957915204,12,321.0,0.23504388257168105,12,321.0
380.0,17,281.0,7.805555555555555,4.557661901385512,17,326.0,0.17273248603409086,17,326.0
385.0,23,198.0,4.95,4.461623158065377,23,263.0,0.19859919505949827,23,263.0
390.0,24,318.0,9.085714285714285,2.9029247163474783,24,363.0,0.10204039134243986,24,363.0
395.0,22,333.0,8.763157894736842,3.3879758770255175,22,438.0,0.14306558055291316,22,438.0
400.0,15,295.0,7.375,4.818714439976273,15,449.0,0.2520019473639846,15,449.0
405.0,8,123.0,2.7954545454545454,5.891853909007522,8,395.0,0.32181328103829526,8,395.0
410.0,12,93.0,2.2142857142857144,4.865892480407832,12,304.0,0.21849736346930393,12,304.0
415.0,16,123.0,2.86046511627907,3.9944773375865656,16,324.0,0.18040180174924142,16,324.0
420.0,14,151.0,3.682926829268293,4.164767112275915,14,319.0,0.10221229564913956,14,319.0
425.0,13,207.0,4.928571428571429,6.589849464176798,13,316.0,0.2983413864876183,13,316.0
430.0,13,272.0,7.351351351351352,6.698443078492025,13,352.0,0.25574311284497536,13,352.0
435.0,10,138.0,3.066666666666667,7.188961408463584,10,308.0,0.4293139764478234,10,308.0
440.0,14,202.0,5.17948717948718,6.52393656235508,14,278.0,0.3508079659288907,14,278.0
445.0,14,243.0,5.926829268292683,4.937648727786474,14,337.0,0.2717609331359315,14,337.0
450.0,15,293.0,7.918918918918919,4.859577378809716,15,378.0,0.2468856975005271,15,378.0
455.0,13,161.0,4.025,4.287317773958242,13,342.0,0.1851122831073686,13,342.0
460.0,16,109.0,2.7948717948717947,5.333478357435534,16,254.0,0.23296574298128817,16,254.0
465.0,19,191.0,4.775,5.588735233765209,19,229.0,0.21113776269087778,19,229.0
470.0,16,204.0,4.857142857142857,5.351212871586019,16,285.0,0.28713267831426154,16,285.0
475.0,12,174.0,4.461538461538462,5.901885349786928,12,290.0,0.32471770836456454,12,290.0
480.0,9,107.0,2.7435897435897436,4.9254932598028285,9,282.0,0.24146155301749972,9,282.0
485.0,16,173.0,4.552631578947368,4.47929111157055,16,294.0,0.17575010958117512,16,294.0
490.0,18,210.0,5.384615384615385,4.826824664389522,18,339.0,0.18991674897765368,18,339.0
495.0,14,229.0,6.026315789473684,5.172857224746532,14,338.0,0.22513877425769946,14,338.0
500.0,13,278.0,7.513513513513513,4.851480172454691,13,388.0,0.22908575009836776,13,388.0
505.0,20,361.0,9.025,3.9710961660762223,20,471.0,0.22665336658737148,20,471.0
510.0,21,413.0,9.833333333333334,3.9563087676312785,21,533.0,0.28922170058302127,21,533.0
515.0,16,450.0,10.714285714285714,4.212071186989947,16,541.0,0.19451674856098536,16,541.0
520.0,18,517.0,10.770833333333334,5.993458734044192,18,575.0,0.2534608193645261,18,575.0
525.0,17,445.0,10.348837209302326,4.58144590578931,17,506.0,0.17192139104980309,17,506.0
530.0,25,554.0,12.590909090909092,3.961928286967424,25,603.0,0.17192332097599863,25,603.0
535.0,24,639.0,15.585365853658537,2.743821914530184,24,702.0,0.09961838313126452,24,702.0
540.0,21,715.0,17.4390243902439,3.6870075879870203,21,773.0,0.17375044284684102,21,773.0
545.0,17,413.0,8.787234042553191,4.76185770446526,17,704.0,0.2380347073467297,17,704.0
550.0,14,173.0,3.760869565217391,4.836615130122448,14,523.0,0.2600508243602868,14,523.0
555.0,21,243.0,5.282608695652174,4.584640703534115,21,357.0,0.17429735245647232,21,357.0
560.0,22,273.0,5.6875,4.36126421196179,22,428.0,0.18123861352986884,22,428.0
565.0,16,265.0,5.888888888888889,4.420658595523503,16,454.0,0.15041105463262466,16,454.0
570.0,12,92.0,2.090909090909091,4.978419859016568,12,413.0,0.24277800011522,12,413.0
575.0,15,125.0,3.125,3.7533395071065954,15,352.0,0.11242405663841473,15,352.0
580.0,18,175.0,3.5714285714285716,4.97927421447798,18,403.0,0.2751079177401019,18,403.0
585.0,16,220.0,4.888888888888889,5.061536355285677,16,416.0,0.24794523765554227,16,416.0
590.0,15,276.0,5.63265306122449,6.047044206282955,15,418.0,0.27433441719776314,15,418.0
595.0,16,167.0,3.7111111111111112,4.677715348623891,16,390.0,0.2001900018058787,16,390.0
600.0,15,119.0,2.7045454545454546,4.889379585985452,15,255.0,0.20898568062265255,15,255.0
605.0,16,157.0,3.6511627906976742,4.055039166674324,16,313.0,0.15623352290557724,16,313.0
610.0,16,199.0,4.5227272727272725,5.30964263110393,16,353.0,0.2236950934696684,16,353.0
615.0,11,106.0,2.3043478260869565,5.556948436192634,11,306.0,0.2723994890700876,11,306.0
620.0,16,177.0,3.933333333333333,5.703548826822402,16,290.0,0.27527951046756854,16,290.0
625.0,18,224.0,5.209302325581396,4.926835207324261,18,353.0,0.23974908936924758,18,353.0
630.0,17,277.0,6.7560975609756095,4.575768852020529,17,395.0,0.2227626904275302,17,395.0
635.0,11,188.0,4.7,3.9460848340438774,11,365.0,0.1524167650613488,11,365.0
640.0,13,174.0,4.046511627906977,5.32810702549796,13,282.0,0.24793828804005294,13,282.0
645.0,14,203.0,5.075,4.5013320591991794,14,296.0,0.18028426502536482,14,296.0
650.0,15,234.0,4.9787234042553195,6.244555685703043,15,315.0,0.33220287285045447,15,315.0
655.0,12,162.0,3.6818181818181817,6.724772559111066,12,243.0,0.37853912347769536,12,243.0
660.0,17,234.0,5.7073170731707314,3.686362508968559,17,315.0,0.16077673212257823,17,315.0
665.0,22,305.0,7.261904761904762,3.049028261794323,22,401.0,0.16385828835282018,22,401.0
670.0,18,371.0,8.833333333333334,3.89453498013166,18,450.0,0.14841157128290655,18,450.0
675.0,15,245.0,5.444444444444445,5.127039939092835,15,438.0,0.2297163038972588,15,438.0
680.0,19,299.0,6.953488372093023,4.277979809089361,19,402.0,0.1694363129321888,19,402.0
685.0,21,357.0,7.933333333333334,4.890600229454614,21,462.0,0.2308409809806277,21,462.0
690.0,15,405.0,9.418604651162791,5.080523754988172,15,503.0,0.2288969111893938,15,503.0
695.0,12,205.0,4.659090909090909,4.857177822024164,12,453.0,0.23787240985743624,12,453.0
700.0,15,104.0,2.5365853658536586,3.934706205184053,15,336.0,0.165110728840096,15,336.0
705.0,21,201.0,4.568181818181818,5.180188510454985,21,286.0,0.1789031380456358,21,286.0
710.0,18,222.0,5.162790697674419,3.8284875122412707,18,346.0,0.09302561367421144,18,346.0
715.0,16,198.0,4.829268292682927,4.978211568913768,16,364.0,0.22582364890008774,16,364.0
720.0,12,223.0,5.868421052631579,5.344295416875111,12,356.0,0.1722796167084784,12,356.0
725.0,10,129.0,2.8043478260869565,7.218323072548369,10,320.0,0.4191162027519819,10,320.0
730.0,15,194.0,4.7317073170731705,5.300878552618425,15,308.0,0.2593232546875489,15,308.0
735.0,18,238.0,5.409090909090909,4.232018302625684,18,358.0,0.1740434196287303,18,358.0
740.0,16,280.0,7.0,4.075687631166874,16,383.0,0.1322231776711417,16,383.0
745.0,15,338.0,7.8604651162790695,6.188616781176934,15,409.0,0.28430928479174794,15,409.0
750.0,13,296.0,7.589743589743589,5.428493562140113,13,368.0,0.24126526452585578,13,368.0
755.0,20,380.0,10.27027027027027,3.183704542971156,20,437.0,0.13774760867975797,20,437.0
760.0,20,447.0,10.902439024390244,3.720089245667788,20,517.0,0.22839807657088698,20,517.0
765.0,15,498.0,11.318181818181818,5.5272519342928215,15,552.0,0.29464413507565607,15,552.0
770.0,12,251.0,5.704545454545454,4.849579981065057,12,484.0,0.20137580230742133,12,484.0
775.0,12,119.0,2.7045454545454546,5.395711312649937,12,339.0,0.23361608730935432,12,339.0
780.0,18,198.0,4.95,5.631299521359664,18,251.0,0.17742573826412406,18,251.0
785.0,19,148.0,3.6097560975609757,4.607400649623826,19,253.0,0.20092649441302848,19,253.0
790.0,23,255.0,6.891891891891892,4.102494032751814,23,308.0,0.10730331212320311,23,308.0
795.0,21,238.0,5.173913043478261,5.084255064392861,21,364.0,0.2844913542306744,21,364.0
800.0,13,155.0,3.7804878048780486,5.159378764686372,13,347.0,0.2923984984531593,13,347.0
805.0,10,116.0,2.5217391304347827,6.447936729306652,10,300.0,0.32862942784124655,10,300.0
810.0,14,163.0,3.880952380952381,6.403419479974955,14,252.0,0.24748865489262845,14,252.0
815.0,9,81.0,1.975609756097561,5.747310682196824,9,236.0,0.29190835874069443,9,236.0
820.0,13,97.0,2.5526315789473686,5.54213461374424,13,201.0,0.26849670615489224,13,201.0
825.0,14,129.0,3.3076923076923075,4.688710703043475,14,212.0,0.21778188091906994,14,212.0
830.0,10,153.0,3.731707317073171,6.009357419108699,10,218.0,0.3218663636563885,10,218.0
835.0,9,103.0,2.575,6.1755763132425,9,210.0,0.3411209082886852,9,210.0
840.0,17,168.0,4.421052631578948,5.189287418765478,17,227.0,0.23745670516532644,17,227.0
845.0,19,220.0,5.641025641025641,3.6580130856292126,19,294.0,0.15346077928497828,19,294.0
850.0,14,250.0,6.756756756756757,4.698723417529473,14,330.0,0.22140643860314563,14,330.0
855.0,14,311.0,7.775,6.493435216339097,14,352.0,0.27841473574814357,14,352.0
860.0,13,337.0,8.868421052631579,5.659148865708021,13,391.0,0.2689141369726694,13,391.0
865.0,19,417.0,10.692307692307692,4.588590236168067,19,458.0,0.22586590484655827,19,458.0
870.0,19,282.0,6.714285714285714,5.186198373734005,19,459.0,0.3192912571070723,19,459.0
875.0,18,280.0,7.17948717948718,4.431697842160054,18,393.0,0.21676524223232246,18,393.0
880.0,21,277.0,6.155555555555556,4.29854867227206,21,428.0,0.17280819530206484,21,428.0
885.0,19,252.0,6.146341463414634,3.907087676703641,19,451.0,0.12499810377993166,19,451.0
890.0,14,114.0,2.590909090909091,5.176843220619721,14,331.0,0.2489405945254219,14,331.0
895.0,18,195.0,4.875,3.9204498005925665,18,392.0,0.13398745507078605,18,392.0
900.0,19,254.0,6.35,3.042604210740999,19,448.0,0.11931285260271425,19,448.0
905.0,16,304.0,7.069767441860465,4.648128988987245,16,464.0,0.2261336624409921,16,464.0
910.0,12,204.0,4.434782608695652,4.958441761416171,12,439.0,0.2508039659973916,12,439.0
915.0,16,199.0,4.627906976744186,3.962254893930553,16,373.0,0.1578494396572513,16,373.0
920.0,21,243.0,5.282608695652174,3.7256346453121836,21,423.0,0.1453441743591511,21,423.0
925.0,21,286.0,6.355555555555555,3.789828983285908,21,453.0,0.12480609829424057,21,453.0
930.0,17,354.0,7.695652173913044,5.951889561299598,17,476.0,0.2499101946796994,17,476.0
935.0,12,163.0,3.880952380952381,4.760883014860973,12,438.0,0.17766437091868312,12,438.0
940.0,17,196.0,4.083333333333333,5.981287537351946,17,361.0,0.342582164184292,17,361.0
945.0,18,246.0,5.3478260869565215,4.813672492783496,18,406.0,0.23250798347448443,18,406.0
950.0,19,292.0,6.212765957446808,4.386598507214708,19,446.0,0.19911901144467056,19,446.0
955.0,16,172.0,3.8222222222222224,3.7829446061100636,16,431.0,0.14457713313481968,16,431.0
960.0,16,119.0,2.7674418604651163,3.614936786628992,16,340.0,0.17097206672439483,16,340.0
965.0,23,218.0,4.844444444444444,4.7572395862875085,23,343.0,0.14521604216596984,23,343.0
970.0,23,254.0,5.7727272727272725,3.9289992716304813,23,391.0,0.16678655150111746,23,391.0
975.0,18,244.0,5.083333333333333,5.493249496336072,18,411.0,0.24056122088598858,18,411.0
980.0,9,107.0,2.276595744680851,6.504657208360199,9,358.0,0.34493601328979495,9,358.0
985.0,14,151.0,3.4318181818181817,4.930062441328281,14,332.0,0.1846913767650845,14,332.0
990.0,16,192.0,4.266666666666667,4.388844764959479,16,372.0,0.19027350783858624,16,372.0
995.0,13,225.0,5.487804878048781,3.9941116032596264,13,358.0,0.10218859253053371,13,358.0
1000.0,14,279.0,6.340909090909091,6.2875771601012245,14,354.0,0.29308103539159097,14,354.0
