step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.77538014348693,0,0.0,0.9014436726793754,0,0.0
10.0,0,0.0,0.0,11.899784288577798,0,0.0,0.8467308306072585,0,0.0
15.0,2,3.0,0.16666666666666666,7.511206607729554,2,3.0,0.4160276180977635,2,3.0
20.0,6,26.0,1.4444444444444444,7.821620787479647,6,26.0,0.4560776217186919,6,26.0
25.0,7,57.0,2.85,5.673378251853366,7,57.0,0.3623023018589843,7,57.0
30.0,8,94.0,4.7,5.862607318294736,8,97.0,0.3666686055736062,8,97.0
35.0,8,134.0,6.090909090909091,7.076661744520883,8,134.0,0.3577550755607376,8,134.0
40.0,10,180.0,6.428571428571429,8.33198520121036,10,180.0,0.46285232774338214,10,180.0
45.0,5,115.0,4.107142857142857,7.64651861172825,5,163.0,0.4736849618572036,5,163.0
50.0,11,152.0,5.846153846153846,7.307914778763683,11,152.0,0.3660796745591501,11,152.0
55.0,8,181.0,6.241379310344827,7.026754253889285,8,185.0,0.33804954282913235,8,185.0
60.0,8,221.0,8.84,7.444928984551365,8,221.0,0.3112765332396633,8,221.0
65.0,6,44.0,1.6296296296296295,7.12661389058112,6,168.0,0.37633882335635854,6,168.0
70.0,6,36.0,1.6363636363636365,7.757595269455908,6,68.0,0.4244828903950493,6,68.0
75.0,7,41.0,1.2424242424242424,7.578334240415583,7,87.0,0.46720560302417674,7,87.0
80.0,6,70.0,2.3333333333333335,9.377558650018361,6,103.0,0.6008447277401606,6,103.0
85.0,9,83.0,2.515151515151515,6.625843927761224,9,84.0,0.37909553229904347,9,84.0
90.0,15,148.0,5.103448275862069,6.232944109805887,15,149.0,0.26848317097567537,15,149.0
95.0,10,161.0,5.193548387096774,5.372213777517332,10,191.0,0.22920582388553082,10,191.0
100.0,10,199.0,6.862068965517241,6.908119487908838,10,212.0,0.33894197876298254,10,212.0
105.0,6,58.0,1.8709677419354838,6.910069240186276,6,164.0,0.3278840466754011,6,164.0
