step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.474673116089932,0,0.0,0.9373425280766439,0,0.0
10.0,0,0.0,0.0,11.368103735199007,0,0.0,0.8104416941454531,0,0.0
15.0,6,11.0,0.6111111111111112,6.286705184777456,6,11.0,0.3843813435616358,6,11.0
20.0,9,53.0,2.9444444444444446,6.1699111385841725,9,53.0,0.37790102235716316,9,53.0
25.0,10,99.0,4.5,4.449366232614827,10,99.0,0.26946723957259133,10,99.0
30.0,9,113.0,5.380952380952381,4.200352564432446,9,133.0,0.2957701126159025,9,133.0
35.0,8,149.0,5.96,6.621931524422159,8,153.0,0.3481250666574695,8,153.0
40.0,10,196.0,6.32258064516129,8.52326074122295,10,196.0,0.4892776251592415,10,196.0
45.0,6,120.0,3.870967741935484,8.060921028655171,6,177.0,0.47626501492857803,6,177.0
50.0,11,165.0,5.892857142857143,8.10207327120707,11,165.0,0.3735278646279028,11,165.0
55.0,8,44.0,1.5172413793103448,6.729930120374606,8,135.0,0.29067271784915777,8,135.0
60.0,8,67.0,2.7916666666666665,7.585477122443404,8,74.0,0.32543780021938284,8,74.0
65.0,12,113.0,4.185185185185185,5.534178558903125,12,120.0,0.2533856570995762,12,120.0
70.0,15,185.0,7.4,4.228889772759917,15,192.0,0.21078322255207285,15,192.0
75.0,13,122.0,3.696969696969697,5.2763140777599515,13,211.0,0.3705585431390943,13,211.0
80.0,6,88.0,2.6666666666666665,7.918515728835192,6,156.0,0.4854968725147418,6,156.0
85.0,12,126.0,3.3157894736842106,6.418225964531225,12,183.0,0.3292710175130168,12,183.0
90.0,19,205.0,6.029411764705882,4.229460841718783,19,262.0,0.1930566096849125,19,262.0
95.0,18,261.0,7.457142857142857,2.935420022452094,18,322.0,0.15968116169797356,18,322.0
100.0,14,305.0,8.714285714285714,5.267636326192183,14,348.0,0.2482690886205719,14,348.0
105.0,9,169.0,4.447368421052632,5.426353427164384,9,314.0,0.2573994221881693,9,314.0
110.0,13,179.0,4.475,6.42497600439331,13,247.0,0.35702261584227923,13,247.0
115.0,15,85.0,2.1794871794871793,5.397571936028082,15,224.0,0.28509286447997423,15,224.0
120.0,19,176.0,4.631578947368421,5.4467768770925105,19,235.0,0.2320576051097483,19,235.0
125.0,17,169.0,4.447368421052632,4.257355565969382,17,284.0,0.1538706462527377,17,284.0
130.0,11,112.0,3.111111111111111,5.060890744717171,11,279.0,0.21563078907060051,11,279.0
135.0,10,140.0,3.7837837837837838,6.822684218102839,10,250.0,0.3026968182351197,10,250.0
140.0,4,56.0,1.6470588235294117,6.268813112067578,4,203.0,0.3332897057746936,4,203.0
145.0,8,60.0,1.6666666666666667,6.213650864796694,8,152.0,0.3329693270582767,8,152.0
150.0,18,129.0,3.3076923076923075,5.833640305013741,18,221.0,0.32566715432702076,18,221.0
155.0,22,233.0,6.6571428571428575,3.3729988242029574,22,325.0,0.18171660276431315,22,325.0
160.0,22,253.0,6.487179487179487,3.070360735844513,22,385.0,0.16805995274441612,22,385.0
165.0,18,215.0,5.512820512820513,3.9505314372534097,18,389.0,0.12423453235818888,18,389.0
170.0,14,245.0,5.6976744186046515,6.3732613018119055,14,369.0,0.27022725138057174,14,369.0
175.0,10,189.0,4.725,5.5672936309335,10,360.0,0.23588546935443738,10,360.0
180.0,13,219.0,5.918918918918919,5.09050873336092,13,342.0,0.22279572155806096,13,342.0
185.0,15,88.0,2.1463414634146343,4.576505451663608,15,288.0,0.21445577518309697,15,288.0
190.0,22,186.0,4.428571428571429,5.598734110514083,22,291.0,0.27786491792487306,22,291.0
195.0,19,183.0,4.463414634146342,3.759616881480103,19,329.0,0.09920571580577671,19,329.0
200.0,16,140.0,3.58974358974359,5.004380099276482,16,307.0,0.23549519283350018,16,307.0
205.0,11,117.0,3.0,5.8356897649113115,11,263.0,0.20781477832082523,11,263.0
210.0,10,164.0,4.1,8.23877074627047,10,244.0,0.400069818890521,10,244.0
215.0,5,69.0,2.090909090909091,6.572666444305859,5,191.0,0.30772761664589,5,191.0
220.0,9,90.0,2.25,7.330442216374372,9,148.0,0.4194091328751017,9,148.0
225.0,14,153.0,4.135135135135135,6.37735798497519,14,199.0,0.34503214807690036,14,199.0
230.0,22,246.0,6.3076923076923075,3.5995140184475836,22,292.0,0.15717409317470563,22,292.0
235.0,21,270.0,7.714285714285714,2.522158194194812,21,359.0,0.12690915235988215,21,359.0
240.0,15,229.0,5.871794871794871,5.106942682941887,15,361.0,0.22539110618638206,15,361.0
245.0,7,72.0,1.8461538461538463,5.3192473654777395,7,288.0,0.21586336434221548,7,288.0
250.0,12,105.0,2.763157894736842,5.453243727573287,12,250.0,0.23677198494712165,12,250.0
255.0,12,130.0,3.1707317073170733,5.021395590899208,12,257.0,0.22397044278656122,12,257.0
260.0,12,155.0,3.875,6.177311210992947,12,240.0,0.3497607270464438,12,240.0
265.0,10,185.0,4.625,6.541815950538189,10,220.0,0.2971239363136168,10,220.0
270.0,11,231.0,5.923076923076923,6.026314263883417,11,262.0,0.33177082558805704,11,262.0
275.0,16,299.0,8.794117647058824,3.9330002473817984,16,328.0,0.15897452284045754,16,328.0
280.0,19,150.0,4.054054054054054,3.6112368882356582,19,326.0,0.1936177984950819,19,326.0
285.0,17,164.0,4.823529411764706,4.426223762024274,17,266.0,0.1964911647760486,17,266.0
290.0,17,150.0,3.409090909090909,5.642294388420764,17,280.0,0.3000336445519391,17,280.0
295.0,12,89.0,2.119047619047619,6.53095593857558,12,274.0,0.3617269546725739,12,274.0
300.0,3,6.0,0.14634146341463414,5.625372407602732,3,240.0,0.27723677077905284,3,240.0
305.0,14,44.0,1.1282051282051282,4.5073616376386525,14,240.0,0.20714133856918365,14,240.0
310.0,20,125.0,3.125,3.7445530859301486,20,321.0,0.13945608592805916,20,321.0
315.0,29,252.0,6.146341463414634,2.6235702380370824,29,448.0,0.09728412655466206,29,448.0
320.0,28,297.0,7.425,2.446185290455509,28,528.0,0.12469255092206895,28,528.0
325.0,19,256.0,5.818181818181818,3.825871176088624,19,509.0,0.19465209655695678,19,509.0
330.0,16,241.0,5.239130434782608,6.103758979466694,16,431.0,0.2768354083408068,16,431.0
335.0,10,250.0,5.434782608695652,6.368263992395314,10,398.0,0.28305664463413277,10,398.0
