step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.271915471035578,0,0.0,0.8946993202085799,0,0.0
10.0,0,0.0,0.0,12.449629886953431,0,0.0,0.9133649726714895,0,0.0
15.0,4,4.0,0.2222222222222222,7.588045543434614,4,4.0,0.42568191140826933,4,4.0
20.0,4,24.0,1.3333333333333333,8.056622393987485,4,25.0,0.48032819655262604,4,25.0
25.0,4,44.0,2.0,7.760910452276935,4,44.0,0.4038947888297027,4,44.0
30.0,6,73.0,3.65,7.2340773661729685,6,74.0,0.39767687060941354,6,74.0
35.0,6,103.0,4.904761904761905,7.325506655177755,6,103.0,0.3735624129345156,6,103.0
40.0,3,54.0,2.076923076923077,9.369830626944223,3,85.0,0.5901248621062779,3,85.0
45.0,4,71.0,2.84,9.143761910591001,4,71.0,0.5591305117176949,4,71.0
50.0,4,75.0,3.0,7.242901628644895,4,83.0,0.3797549410120138,4,83.0
55.0,8,111.0,4.44,8.148441151586324,8,111.0,0.4306021884695518,8,111.0
60.0,4,112.0,4.869565217391305,7.843420530650035,4,125.0,0.36546393001599875,4,125.0
65.0,7,143.0,5.5,7.601349690723082,7,143.0,0.3694375146438277,7,143.0
70.0,6,168.0,8.0,7.010721373300873,6,173.0,0.39822020480192466,6,173.0
75.0,8,201.0,6.931034482758621,8.85860358102536,8,201.0,0.5419226712601577,8,201.0
80.0,2,132.0,4.714285714285714,9.157867892588014,2,175.0,0.5881501929490076,2,175.0
85.0,3,147.0,5.25,8.763710035118235,3,147.0,0.5651749918965256,3,147.0
90.0,7,169.0,6.2592592592592595,7.6495013790160655,7,172.0,0.38497274236715545,7,172.0
95.0,8,209.0,7.7407407407407405,8.0544559936786,8,209.0,0.40872924399752236,8,209.0
100.0,8,207.0,8.28,7.769517301065797,8,226.0,0.40225050181744715,8,226.0
105.0,8,247.0,10.291666666666666,6.909308011401916,8,247.0,0.36813888669755557,8,247.0
110.0,8,267.0,9.535714285714286,6.955614245723793,8,274.0,0.4348848652082445,8,274.0
115.0,8,307.0,11.37037037037037,8.686591658294143,8,307.0,0.5565667232305064,8,307.0
120.0,5,279.0,9.964285714285714,7.02159996623753,5,297.0,0.339296155961923,5,297.0
125.0,11,323.0,12.423076923076923,6.779860615603504,11,323.0,0.324381283622243,11,323.0
130.0,10,69.0,2.5555555555555554,6.3218332937895285,10,151.0,0.32423016397844895,10,151.0
135.0,13,127.0,4.884615384615385,5.1682597828245544,13,127.0,0.2413216087939229,13,127.0
140.0,11,106.0,3.925925925925926,5.559407835535691,11,156.0,0.29800320186885504,11,156.0
145.0,6,113.0,3.7666666666666666,7.207161047632406,6,140.0,0.3894784633446147,6,140.0
150.0,6,44.0,1.2571428571428571,8.73387973140393,6,104.0,0.5252437538629389,6,104.0
155.0,11,87.0,2.9,6.385066171628195,11,98.0,0.2822267882476982,11,98.0
160.0,12,112.0,3.393939393939394,5.76837807012469,12,142.0,0.2720649721971284,12,142.0
165.0,10,146.0,5.214285714285714,4.926331856565185,10,164.0,0.19109412733335523,10,164.0
170.0,9,53.0,1.606060606060606,5.792148856825744,9,144.0,0.2906654414761918,9,144.0
175.0,12,100.0,3.5714285714285716,5.259566748311255,12,122.0,0.2261132762263811,12,122.0
180.0,13,118.0,3.806451612903226,4.931718426515639,13,164.0,0.1950754718729115,13,164.0
185.0,8,126.0,3.8181818181818183,6.455037285321821,8,169.0,0.34809260408521814,8,169.0
190.0,10,118.0,3.3714285714285714,6.629119481620382,10,161.0,0.3720288218594729,10,161.0
195.0,17,188.0,5.875,4.547767748860956,17,231.0,0.15343106799915746,17,231.0
200.0,17,218.0,6.228571428571429,4.762810644336644,17,283.0,0.2076051501031078,17,283.0
205.0,10,223.0,6.757575757575758,5.324173678718304,10,285.0,0.2176695296358585,10,285.0
210.0,7,126.0,3.7058823529411766,6.305965532136846,7,260.0,0.3253341191180961,7,260.0
215.0,10,156.0,5.032258064516129,5.474995466082943,10,219.0,0.17681474680976103,10,219.0
220.0,14,166.0,4.15,7.028037291415268,14,232.0,0.3904455109519637,14,232.0
225.0,6,161.0,4.472222222222222,7.8892812475050045,6,214.0,0.4332875128393765,6,214.0
230.0,7,157.0,4.0256410256410255,6.099347297560064,7,226.0,0.29586972333711387,7,226.0
235.0,16,225.0,6.818181818181818,4.3271455310213245,16,294.0,0.1716456192783524,16,294.0
240.0,18,135.0,3.857142857142857,3.220801553621386,18,224.0,0.12969070887102066,18,224.0
245.0,23,245.0,7.424242424242424,3.1447947240314176,23,314.0,0.12917047564021542,23,314.0
250.0,21,246.0,6.648648648648648,3.944129887818458,21,369.0,0.18420223169195357,21,369.0
255.0,13,176.0,4.512820512820513,4.575529397157885,13,347.0,0.24219038659465647,13,347.0
260.0,10,174.0,4.046511627906977,7.6142914631718694,10,286.0,0.4181969126855496,10,286.0
265.0,9,206.0,5.15,7.306867832335383,9,275.0,0.3838345256493119,9,275.0
270.0,10,104.0,2.736842105263158,6.187966419022667,10,231.0,0.35571262309550944,10,231.0
275.0,13,152.0,4.222222222222222,5.627489856807891,13,204.0,0.22155482161247111,13,204.0
280.0,14,189.0,5.108108108108108,4.816858274939839,14,249.0,0.22149359988218503,14,249.0
285.0,10,219.0,6.636363636363637,5.830608000759894,10,257.0,0.29579908666691396,10,257.0
290.0,9,55.0,1.375,6.184529730854552,9,210.0,0.38228106890242675,9,210.0
295.0,11,65.0,1.7105263157894737,6.8732687096025655,11,142.0,0.41414209165031773,11,142.0
300.0,13,66.0,1.736842105263158,4.7670906714200685,13,163.0,0.24352619421768365,13,163.0
305.0,14,79.0,2.0256410256410255,5.317916567476466,14,177.0,0.24974581376890628,14,177.0
