step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
615.0,315,0,163,1325,1640,0,4828.0,15.326984126984128,5.6274802510435284,15,307.0,0.25283400103926085,16,355.0,0.20739242115090348,0,0.0,0.8471317376868175,10,366.0,0.46213995074492253,10,360.0,0.219900180322037,12,402.0,0.2644910515324077,23,721.0,0.20058427300248527,11,394.0,0.4030072315041612,14,296.0,0.36096884419839814,15,301.0,0.39398755248166956,3,98.0,0.4706019023231008,3,115.0,0.5207515744304685,4,146.0,0.5850947954694281,4,144.0,0.6357284709765317,12,420.0,0.21911590153310803,11,403.0,0.1431272997121842,163,4828.0
620.0,318,0,88,1338,1656,0,1635.0,5.1415094339622645,4.99310858661366,9,220.0,0.2862790922557469,10,298.0,0.22287675482519423,0,2.0,0.7652883668132676,4,278.0,0.41811209725764603,3,226.0,0.3911745338875271,6,292.0,0.24679070922944282,16,654.0,0.12978443089318695,5,274.0,0.4025408833415833,10,212.0,0.2386087449431454,10,221.0,0.2823823811233018,1,3.0,0.6620306065599577,1,4.0,0.5689246990754792,2,4.0,0.4058777869700272,2,4.0,0.48078271156300034,5,303.0,0.33294877605950535,4,275.0,0.22100660732346092,88,3270.0
625.0,326,0,76,1346,1672,0,457.0,1.401840490797546,6.426416870179984,4,139.0,0.3747541987135881,4,172.0,0.23516123550660822,0,6.0,0.9452699997889622,7,110.0,0.45996245061372565,2,86.0,0.6705127342787961,3,166.0,0.49003249918427705,12,564.0,0.15576517625967376,6,143.0,0.3632586292394068,8,147.0,0.1999632526604039,8,151.0,0.22702947481519145,2,14.0,0.73986915644425,2,14.0,0.6027487983772036,7,35.0,0.39446045822947745,6,27.0,0.37996051047062995,3,165.0,0.5378523879402746,2,129.0,0.580618530001383,76,2068.0
630.0,324,0,105,1356,1680,0,732.0,2.259259259259259,6.9857685140731896,5,85.0,0.4654178770288163,3,95.0,0.36775899299959114,0,6.0,0.7213318556944178,13,87.0,0.2977654085340407,4,29.0,0.5641068306783361,5,47.0,0.5872460796512794,8,417.0,0.27210510576834884,12,77.0,0.39113353440657744,11,111.0,0.277498196041984,10,109.0,0.30714706229289346,4,26.0,0.704966803031868,4,29.0,0.6639117286450542,8,72.0,0.47629289535076447,11,75.0,0.4440806706577057,5,40.0,0.44413380092982396,2,24.0,0.38994550178786586,105,1329.0
635.0,323,0,120,1373,1696,0,1302.0,4.030959752321982,7.219063891441551,7,71.0,0.4774288970124652,3,41.0,0.5890784375601013,0,0.0,0.9364746028351025,18,160.0,0.09500980547204305,6,54.0,0.5929568034917713,5,66.0,0.5459180160671256,8,275.0,0.4746516610626847,12,134.0,0.39289655752387326,11,134.0,0.3329979805517627,10,121.0,0.34500301478621215,6,44.0,0.6373531213832851,4,45.0,0.6211753496999699,9,109.0,0.4881115988882064,11,124.0,0.42003543029072626,7,67.0,0.4885768910018706,3,36.0,0.5117096914752252,120,1481.0
640.0,318,0,129,1394,1712,0,1931.0,6.072327044025157,6.84755532431918,9,113.0,0.3939888233448455,3,52.0,0.5829404417469435,0,0.0,0.9250675502072292,20,258.0,0.251701486509392,8,85.0,0.467596383250693,5,91.0,0.4209670625094817,8,142.0,0.325741471601105,12,194.0,0.2746226837697132,11,189.0,0.2597948905893977,10,170.0,0.3149697202246473,7,78.0,0.5867507659818286,4,65.0,0.6187819686225109,9,154.0,0.47557176289297887,11,179.0,0.4145072166268297,9,106.0,0.5162075886444871,3,51.0,0.6654338727100166,129,1927.0
645.0,310,0,135,1410,1720,0,2594.0,8.36774193548387,6.337784740550147,11,163.0,0.31947316379248347,3,67.0,0.5392431468562415,0,0.0,0.8868136854908042,20,358.0,0.2888039491112089,9,129.0,0.3510385974809726,5,116.0,0.2692266803701969,8,182.0,0.31192852326850334,12,254.0,0.2192591662209133,11,244.0,0.2019631414939316,10,220.0,0.2182024215200547,9,121.0,0.4427332686061332,4,85.0,0.5687378689706033,9,199.0,0.4335547323898731,11,234.0,0.3978325131750682,10,152.0,0.48070769599692276,3,66.0,0.6574518932945619,135,2590.0
650.0,313,0,143,1423,1736,0,3296.0,10.53035143769968,6.203096691730412,12,221.0,0.30678453605522044,3,82.0,0.5478017066694703,0,0.0,0.8757412985106356,20,458.0,0.3072614885744041,12,183.0,0.4137521805083301,5,141.0,0.4946436577688912,8,222.0,0.43634049769724226,12,314.0,0.1926661357418671,11,299.0,0.2641350773405415,10,270.0,0.2617629789589141,11,174.0,0.37027453301504637,4,105.0,0.4964318009827403,9,244.0,0.36883961623777195,11,289.0,0.2824795774256941,12,209.0,0.4684664488143429,3,81.0,0.6515561969396493,143,3292.0
655.0,313,0,149,1439,1752,0,4028.0,12.869009584664537,6.045488064235886,14,288.0,0.29853373481412004,3,97.0,0.5533603218581711,0,0.0,0.8341193868856043,20,558.0,0.3099737714727915,13,245.0,0.4237907516099224,5,166.0,0.5924353115162576,8,262.0,0.3895821691260686,12,374.0,0.31285138078587943,11,354.0,0.2609714315723417,10,320.0,0.31534499415332173,12,232.0,0.3224067038408105,4,125.0,0.39828523738477245,9,289.0,0.3372439005319645,11,344.0,0.18850958744422272,14,274.0,0.41843311036556113,3,96.0,0.6622153677025273,149,4024.0
660.0,304,0,158,1456,1760,0,4802.0,15.796052631578947,5.249427263413653,16,364.0,0.221097449874471,3,112.0,0.4607039617102315,0,0.0,0.8013868815903198,20,658.0,0.24642919658799037,15,316.0,0.38491411167011835,5,191.0,0.5309156614779788,8,302.0,0.479352104374359,12,434.0,0.39099111384399493,11,409.0,0.23685794254900802,10,370.0,0.2715492941820133,15,303.0,0.18601484566224352,4,145.0,0.44481079403374524,9,334.0,0.2602490850685814,11,399.0,0.2494129775295,16,350.0,0.3514328686807083,3,111.0,0.545453480160865,158,4798.0
665.0,315,0,67,1461,1776,0,841.0,2.6698412698412697,5.168073933479789,11,269.0,0.2563807131388829,1,3.0,0.5720971919289716,0,0.0,0.7322310817769512,12,568.0,0.1391675177575625,7,224.0,0.27397357029260283,3,44.0,0.3969199902677673,2,155.0,0.4935014486535471,3,303.0,0.37632868279985465,2,274.0,0.43649908497218953,1,226.0,0.465054966003796,7,212.0,0.22813068432742906,1,2.0,0.6540507835228726,1,189.0,0.2959361494008537,2,266.0,0.3739410309866387,11,258.0,0.19803770017518585,3,8.0,0.2751962069286884,67,3001.0
670.0,322,0,78,1470,1792,0,378.0,1.173913043478261,6.493067258112605,5,181.0,0.3740335856503254,3,16.0,0.6743948905755129,0,1.0,0.959442643980274,9,466.0,0.14725304601542757,7,147.0,0.21847370895972734,9,44.0,0.3498434594788964,5,25.0,0.5130232856572946,6,169.0,0.42763859430006734,3,131.0,0.6866336888889328,2,84.0,0.691137814417879,2,124.0,0.36602758568514676,3,13.0,0.6138181807046351,3,51.0,0.5083761188277234,3,125.0,0.6217396130885557,10,185.0,0.21631184169053,8,43.0,0.37763527600557456,78,1805.0
675.0,326,0,113,1474,1800,0,843.0,2.585889570552147,7.015660611440296,6,90.0,0.4378470562160022,5,39.0,0.6571612958472673,0,1.0,0.490021645281719,11,297.0,0.20959510934571324,11,100.0,0.27889432291780525,13,103.0,0.3766572363669083,13,72.0,0.28102812102014013,11,68.0,0.36326780842543005,5,33.0,0.455002252039648,4,31.0,0.6278972168511237,2,41.0,0.5056040321779764,4,32.0,0.6575092365542247,4,36.0,0.4824221747262556,4,33.0,0.6211412793082549,10,125.0,0.26956875595272917,10,92.0,0.4270174652361062,113,1193.0
680.0,322,0,125,1494,1816,0,1446.0,4.490683229813665,7.027621086642708,7,87.0,0.47309621717125133,6,66.0,0.5799808991678244,0,0.0,0.9430597858096418,11,213.0,0.27329508937048097,11,133.0,0.3432383086663484,13,166.0,0.3977061191797546,17,144.0,0.20756121053089277,12,126.0,0.3412792747018397,7,61.0,0.5153446575349051,7,60.0,0.5231831367277,2,28.0,0.678233968301747,4,50.0,0.6653012454056008,4,54.0,0.5247903851656626,4,51.0,0.6190641045486299,10,135.0,0.3560120065103037,10,140.0,0.4602684184557903,125,1514.0
685.0,318,0,137,1514,1832,0,2111.0,6.638364779874214,6.721911027035646,9,131.0,0.37907177556415633,8,105.0,0.5489155017732738,0,0.0,0.9329461999888233,11,200.0,0.20073265654619807,11,188.0,0.2615252401168677,13,231.0,0.3861429555729317,21,244.0,0.2760073509600734,12,186.0,0.23417190478793687,9,99.0,0.5224394987845786,9,99.0,0.4334611061427629,2,38.0,0.6302334684261727,4,70.0,0.6497264648488644,4,74.0,0.5938909380116228,4,71.0,0.4728191142244289,10,185.0,0.2776244409050496,10,190.0,0.4352694715319285,137,2111.0
690.0,313,0,144,1527,1840,0,2818.0,9.003194888178914,6.3450703912193624,11,184.0,0.2914586235095285,10,153.0,0.43899912101736566,0,0.0,0.904720941124203,11,255.0,0.2418132922038732,11,243.0,0.2051302623683597,13,296.0,0.356988103133981,21,349.0,0.26219472373753683,12,246.0,0.2397531344454721,10,146.0,0.4831733012754486,11,148.0,0.32636484136033905,2,48.0,0.6388678511064608,4,90.0,0.5644551040642053,4,94.0,0.6762360497161717,4,91.0,0.31758099857230204,10,235.0,0.26801203762172515,10,240.0,0.4021216280792198,144,2818.0
695.0,311,0,151,1545,1856,0,3564.0,11.459807073954984,6.052648692596393,13,248.0,0.2922729294720918,12,210.0,0.37716791571684655,0,0.0,0.8436737091731731,11,310.0,0.36472352670028113,11,298.0,0.1993178547151426,13,361.0,0.29088888769013144,21,454.0,0.2886155463528118,12,306.0,0.34995718803844283,12,204.0,0.43210266256114693,12,205.0,0.3830585841649387,2,58.0,0.6462301015000897,4,110.0,0.5238574703791282,4,114.0,0.6392479920790839,4,111.0,0.4960558519064806,10,285.0,0.22063159875637764,10,290.0,0.37469428980433767,151,3564.0
700.0,311,0,159,1561,1872,0,4349.0,13.983922829581994,5.736796070179631,15,319.0,0.281414001619413,14,278.0,0.29080878354912426,0,0.0,0.7780017446994354,11,365.0,0.3714283216873202,11,353.0,0.2627858273540743,13,426.0,0.2376557583952783,21,559.0,0.2869161337308976,12,366.0,0.38129156644077977,14,272.0,0.38376546386973237,14,273.0,0.4232178768553805,2,68.0,0.6416332923908823,4,130.0,0.46239421332672626,4,134.0,0.608429769003563,4,131.0,0.6233150987007032,10,335.0,0.3128883994835745,10,340.0,0.2705225546300863,159,4349.0
705.0,313,0,136,1567,1880,0,3929.0,12.552715654952078,4.995107406880285,15,316.0,0.22865507743843566,14,272.0,0.26716782330818234,0,0.0,0.7604768766820239,9,334.0,0.36838055921618024,9,325.0,0.23422157035573224,11,405.0,0.1335275643287744,19,581.0,0.23940916805807885,10,344.0,0.4115006900316398,14,265.0,0.28809838830796514,13,268.0,0.37045576282383785,0,0.0,0.8092243391139805,2,72.0,0.6395647020485612,2,73.0,0.4930546741816299,2,70.0,0.6476435967598351,8,301.0,0.24366786952675107,8,303.0,0.24090135891539868,136,3929.0
710.0,323,0,69,1573,1896,0,624.0,1.931888544891641,5.561639353670684,8,260.0,0.30729498031020536,8,185.0,0.21135900030407853,0,8.0,0.7234657548038598,3,285.0,0.5007746901498529,1,276.0,0.4853640163680325,1,357.0,0.43020029321482944,12,540.0,0.2010265922836072,1,299.0,0.37659216014716157,8,250.0,0.2544846538832098,9,249.0,0.23498354799550333,2,13.0,0.5819002972825382,2,12.0,0.583614776111332,4,20.0,0.25822368275272045,4,15.0,0.40165771504063974,3,212.0,0.42916414333068686,3,249.0,0.39444398986142676,69,3230.0
715.0,331,0,82,1581,1912,0,447.0,1.350453172205438,6.734210566822928,4,142.0,0.4065173474060196,3,112.0,0.32232488594350456,0,8.0,0.9115208835962324,6,79.0,0.5605591309096164,4,63.0,0.6388025431998762,2,82.0,0.6157592477675263,7,406.0,0.1336332225556927,8,107.0,0.4000599363231399,7,126.0,0.2403216352271876,9,135.0,0.2011163571661642,3,28.0,0.6737556288235554,4,28.0,0.5736559443736589,9,56.0,0.42262041014524987,9,50.0,0.3647832696830565,4,36.0,0.505199374368119,3,30.0,0.5011398672928945,82,1488.0
720.0,329,0,112,1591,1920,0,923.0,2.8054711246200608,7.082554763962255,5,66.0,0.43564785515132126,4,68.0,0.4639561199111263,0,8.0,0.5277663427052667,10,75.0,0.2751485523490138,5,41.0,0.6082525922519041,2,12.0,0.7293791590785154,10,311.0,0.2597177774925578,11,79.0,0.44204210784377657,9,96.0,0.36004667391796885,12,130.0,0.2909907357331876,6,47.0,0.6251510010363012,5,45.0,0.6232020016605094,9,93.0,0.4774488945458142,13,101.0,0.41306763086072884,7,56.0,0.3456580492794845,4,41.0,0.47530883658486234,112,1269.0
725.0,327,0,123,1609,1936,0,1518.0,4.6422018348623855,7.0071219835231995,7,74.0,0.5029219134352283,4,58.0,0.5411789545834826,0,0.0,0.9676582376086417,16,145.0,0.19247255867506882,7,71.0,0.47844751050885437,2,22.0,0.6739935226824123,10,164.0,0.1600459176886188,11,134.0,0.37990950725132766,9,123.0,0.35442127762300824,12,165.0,0.26745188283845495,7,74.0,0.5851128324869943,5,68.0,0.6390623049243662,9,138.0,0.47246462418877583,13,166.0,0.40208608308275784,7,91.0,0.45363833980337254,4,61.0,0.5478224318794498,123,1554.0
730.0,323,0,136,1629,1952,0,2177.0,6.739938080495356,6.825211694341226,9,112.0,0.40744219608280935,4,78.0,0.48517415012084664,0,0.0,0.8791852428007878,21,244.0,0.29033463699750445,9,109.0,0.35237788247801555,2,32.0,0.6401715188696175,10,181.0,0.27591463029445745,11,189.0,0.2468219858207527,9,168.0,0.2954738552686083,12,225.0,0.23995989959888586,8,114.0,0.533385981824755,5,93.0,0.5920818283596281,9,183.0,0.4537602068570621,13,231.0,0.39917948447421997,10,137.0,0.4670114198087287,4,81.0,0.6653891456696683,136,2177.0
735.0,313,0,144,1647,1960,0,2885.0,9.217252396166135,6.321317365855954,10,161.0,0.28965123437377477,4,98.0,0.41068579962769874,0,0.0,0.8338129349971332,21,349.0,0.29619306070478607,11,159.0,0.24169203827833452,2,42.0,0.6887246395569719,10,231.0,0.30990320678470623,11,244.0,0.2571596096718447,9,213.0,0.2920795949678916,12,285.0,0.18671070424752695,11,165.0,0.437918225712727,5,118.0,0.5470714011417197,9,228.0,0.3800624191754622,13,296.0,0.3560780044871142,12,195.0,0.47621766489473305,4,101.0,0.6686136806884699,144,2885.0
740.0,308,0,150,1668,1976,0,3625.0,11.769480519480519,6.0579951438751705,12,220.0,0.3109696551631488,4,118.0,0.47752917057836625,0,0.0,0.8071261051678221,21,454.0,0.2960359310741417,13,219.0,0.3545137913561526,2,52.0,0.7728351734070956,10,281.0,0.3555949028275833,11,299.0,0.36283677824659055,9,258.0,0.29363008683138125,12,345.0,0.23328225954341597,12,222.0,0.36765857069369773,5,143.0,0.4450801832115223,9,273.0,0.3325055850437174,13,361.0,0.2656339410042521,13,259.0,0.4458033941460292,4,121.0,0.6668580895159572,150,3625.0
745.0,311,0,159,1681,1992,0,4400.0,14.14790996784566,5.796877341003331,15,287.0,0.2984315421558676,4,138.0,0.4687361884289987,0,0.0,0.7855337334608236,21,559.0,0.28503088703472146,14,287.0,0.42251817761803623,2,62.0,0.7750435301065649,10,331.0,0.39732420150873,11,354.0,0.4363823556847377,9,303.0,0.2392894082001745,12,405.0,0.2769776009860183,14,289.0,0.26630034643649997,5,168.0,0.3552513476800001,9,318.0,0.29346542595132313,13,426.0,0.12742927599370307,16,332.0,0.3841948026301181,4,141.0,0.640432635498296,159,4400.0
750.0,313,0,109,1687,2000,0,2856.0,9.124600638977636,5.149024402442453,12,278.0,0.27048975545773857,0,71.0,0.6534239645996593,0,0.0,0.8474001173958944,17,577.0,0.1968352870286552,12,279.0,0.3283147102764676,1,2.0,0.6881705004210042,6,291.0,0.48458615254281756,8,325.0,0.3484131750332492,5,259.0,0.3757061986700761,8,377.0,0.255802540822679,12,277.0,0.2515976628603599,1,107.0,0.4574178445640654,5,273.0,0.35759056735579614,9,404.0,0.22104697114560265,13,325.0,0.26491540481830217,0,74.0,0.5123033113723563,109,3919.0
755.0,323,0,60,1693,2016,0,424.0,1.3126934984520124,5.7772672222175485,5,184.0,0.34701514215135326,1,7.0,0.7143110859034252,0,6.0,0.8590034206179898,12,491.0,0.09671490532451703,9,199.0,0.16276577638406173,5,23.0,0.31055949376748443,1,149.0,0.5851868870486232,4,201.0,0.32427846943610894,1,118.0,0.6556897121661311,1,236.0,0.5479294894077036,5,182.0,0.267079182471766,1,11.0,0.6984261215357136,1,123.0,0.45579797011436,1,271.0,0.4948665610823158,10,237.0,0.15124431831672122,3,15.0,0.3624688273438616,60,2453.0
760.0,330,0,90,1702,2032,0,461.0,1.396969696969697,6.949469474446695,4,85.0,0.4676457118945649,3,17.0,0.7229706684765825,0,3.0,0.923531281249389,12,411.0,0.19290597750072833,12,159.0,0.2270408498400221,10,63.0,0.41961562881072345,5,23.0,0.41142253414396085,10,57.0,0.42451139316205266,2,17.0,0.6438531204481266,3,94.0,0.7014842525293862,3,101.0,0.36097995892644424,2,19.0,0.6539153464829602,4,22.0,0.5345073125084902,2,128.0,0.5825708587969736,10,154.0,0.24191291486709596,8,48.0,0.48966758799972854,90,1401.0
765.0,328,0,112,1712,2040,0,996.0,3.0365853658536586,7.146721989351022,5,46.0,0.526719544231244,4,30.0,0.6595439786457156,0,3.0,0.5503605124220338,12,246.0,0.21605381430048556,14,146.0,0.2710125848993749,12,116.0,0.4479052122846698,11,58.0,0.213598342626606,11,106.0,0.3723814224050315,4,31.0,0.5106630196763073,4,30.0,0.6138304454582988,4,46.0,0.482478464068627,4,33.0,0.6599112206340431,4,36.0,0.5745974910926677,4,32.0,0.5746636034746283,11,133.0,0.3373132805783659,8,82.0,0.49923205327690334,112,1174.0
770.0,329,0,129,1727,2056,0,1609.0,4.890577507598784,7.071539401999086,7,64.0,0.48656233025841816,7,59.0,0.5786592287612967,0,0.0,0.8808701949938852,12,182.0,0.2113003253591781,14,207.0,0.20937501375837259,12,176.0,0.42607949261230277,18,134.0,0.23103311653586892,11,161.0,0.25120705917841973,7,62.0,0.545833499649004,6,59.0,0.47909897433832505,4,54.0,0.5005527591738874,4,53.0,0.6583971256781092,4,56.0,0.5978777081324206,4,52.0,0.5361410607859529,11,170.0,0.31004214434756283,8,122.0,0.5094680980250418,129,1611.0
775.0,326,0,139,1746,2072,0,2281.0,6.9969325153374236,6.884475511634953,8,102.0,0.41187864647101113,9,97.0,0.5074169151509939,0,0.0,0.8553705715365698,12,242.0,0.2376626873526917,14,277.0,0.21614329547946748,12,236.0,0.3985651222054338,21,231.0,0.30482240905087266,11,216.0,0.08021351713045154,9,102.0,0.523995252438403,8,98.0,0.43525201182951817,4,74.0,0.4976512990688506,4,73.0,0.6139341073282837,4,76.0,0.6556406868795464,4,72.0,0.6264204801930641,11,225.0,0.25062396448218177,8,162.0,0.5300618533265583,139,2283.0
780.0,315,0,147,1765,2080,0,3003.0,9.533333333333333,6.402339168044462,11,151.0,0.32697918822080974,11,147.0,0.3740896173739747,0,0.0,0.8396284881464707,12,302.0,0.3398335976344916,14,347.0,0.16607142834487762,12,296.0,0.3438256261913853,21,336.0,0.3134515943344059,11,271.0,0.2909401141312115,10,152.0,0.47788652673628773,10,146.0,0.39701247219242214,4,94.0,0.41076827130840254,4,93.0,0.5700467023357637,4,96.0,0.6429008405555616,4,92.0,0.5975728859101813,11,280.0,0.24530946588736288,8,202.0,0.4349884014949867,147,3005.0
785.0,313,0,156,1783,2096,0,3760.0,12.012779552715655,6.103829515228888,13,209.0,0.30930198969949163,12,203.0,0.29162525495337105,0,0.0,0.8344276316824387,12,362.0,0.35771800397957054,14,417.0,0.21325511217998,12,356.0,0.17691164114934654,21,441.0,0.3060604850854236,11,326.0,0.3785983245079635,13,211.0,0.4314385918807322,13,205.0,0.39457565224382535,4,114.0,0.4119461723878665,4,113.0,0.464846079482019,4,116.0,0.6247671382149278,4,112.0,0.6272220148377553,11,335.0,0.25970340377421064,8,242.0,0.38066082320933237,156,3762.0
790.0,317,0,160,1795,2112,0,4553.0,14.362776025236593,5.887636366852068,14,277.0,0.27500727326007424,14,270.0,0.29939062382302567,0,0.0,0.8550178924507287,12,422.0,0.3711704669806382,14,487.0,0.21571020317598244,12,416.0,0.18864162004541452,21,546.0,0.2766770760632738,11,381.0,0.4244307124360823,13,276.0,0.36344190865715026,14,273.0,0.37531512008895174,4,134.0,0.4851883699912761,4,133.0,0.4750532558684387,4,136.0,0.5688265835970246,4,132.0,0.5956861168044887,11,390.0,0.2593577252546849,8,282.0,0.2637722980082345,160,4555.0
795.0,316,0,95,1804,2120,0,2191.0,6.9335443037974684,4.974792443458108,10,265.0,0.3194949571631765,10,259.0,0.25902855911678546,0,4.0,0.7430857888931953,8,393.0,0.38025532238307924,8,466.0,0.258493398610314,6,384.0,0.23677370878928697,16,567.0,0.1607253275495019,6,345.0,0.37549117215297384,11,265.0,0.24524351398580788,10,262.0,0.2829509328734935,1,73.0,0.5011743044361667,0,68.0,0.43621598837055403,2,81.0,0.3686137190523716,0,65.0,0.6306532108857792,5,349.0,0.2735494050420675,2,231.0,0.3215640093267192,95,4077.0
800.0,320,0,68,1816,2136,0,363.0,1.134375,6.202368950364426,4,164.0,0.37783882523409934,2,163.0,0.36476720962333503,0,4.0,0.8529666708190928,6,258.0,0.442155371398908,3,326.0,0.5852567948797605,0,231.0,0.5842318529019674,11,493.0,0.12758837092413639,6,215.0,0.36350430939650674,6,183.0,0.22414739503910674,8,179.0,0.23532845854303897,3,16.0,0.6647310936784141,2,10.0,0.5822190963419657,8,35.0,0.38257244454700773,4,15.0,0.46633845423457837,2,126.0,0.5910140699767342,3,86.0,0.5646560208838504,68,2504.0
805.0,328,0,94,1824,2152,0,580.0,1.7682926829268293,7.122329097497747,3,57.0,0.49485574146941336,2,62.0,0.40545101452056237,0,4.0,0.8715993397651869,10,68.0,0.34190619314736215,3,106.0,0.5883671832265102,2,10.0,0.7008549741441188,10,320.0,0.1897898479955608,12,69.0,0.3576383218291442,9,99.0,0.29441196743194664,9,94.0,0.26839005982808856,4,32.0,0.699373987934082,3,24.0,0.6824584202769265,10,81.0,0.4652578911285421,8,49.0,0.49582594895729876,5,30.0,0.5555895149040175,4,25.0,0.452133516101478,94,1130.0
810.0,323,0,117,1837,2160,0,1118.0,3.461300309597523,7.151014164059045,5,39.0,0.5537250200063926,4,27.0,0.5086036931782295,2,6.0,0.41646606751153314,17,134.0,0.12449334788859084,7,52.0,0.5367561188964085,2,16.0,0.7108146472261273,10,210.0,0.19416863940333157,13,132.0,0.4119524941048556,10,107.0,0.34752763179229357,10,104.0,0.3775663048782721,6,54.0,0.603278043043937,3,35.0,0.6674873341714893,10,127.0,0.45660240608901775,8,85.0,0.5015556589966651,6,53.0,0.4418853782139808,4,43.0,0.31640321333818305,117,1224.0
815.0,316,0,125,1860,2176,0,1724.0,5.455696202531645,6.930662647206671,6,66.0,0.4183345466573706,4,47.0,0.4580481851254918,0,0.0,0.8515157188248346,21,230.0,0.1963266462973444,8,90.0,0.43654218344094564,2,26.0,0.6273332083097857,10,168.0,0.15386090749134576,13,197.0,0.32366364773440076,10,156.0,0.27435885052116044,10,149.0,0.27128839124103193,8,91.0,0.5432278408360779,3,50.0,0.6874661263280578,10,177.0,0.46823501524765176,8,125.0,0.4803707970216937,8,90.0,0.5306113050648489,4,63.0,0.6007269345331329,125,1725.0
820.0,315,0,134,1877,2192,0,2383.0,7.565079365079365,6.7062945277564925,9,107.0,0.4110284550112311,4,67.0,0.5368563947117424,0,0.0,0.8250082566846224,22,340.0,0.2574461708199973,10,138.0,0.32960655167733455,2,36.0,0.46588829203223225,10,218.0,0.25322200187062666,13,262.0,0.1720666248641575,10,206.0,0.2608538354927582,10,199.0,0.31966798294654136,9,136.0,0.4837971510750761,3,65.0,0.641274026593399,10,227.0,0.36925649454594756,8,165.0,0.4510978156447747,10,135.0,0.5082097743254274,4,83.0,0.6350734255194627,134,2384.0
825.0,303,0,142,1897,2200,0,3076.0,10.151815181518153,6.320449301849718,11,156.0,0.3111947962106489,4,87.0,0.47941798517395995,0,0.0,0.8225754590686648,22,450.0,0.3068761139687967,12,194.0,0.3610436851179608,2,46.0,0.6160546622294204,10,268.0,0.39044939884879537,13,327.0,0.2215480373638844,10,256.0,0.22031594777008354,10,249.0,0.21619659120534857,11,189.0,0.38385327730522684,3,80.0,0.5869838758501685,10,277.0,0.3497937779273062,8,205.0,0.4304289092958718,12,190.0,0.4435919690074389,4,103.0,0.6246070009266657,142,3077.0
830.0,303,0,147,1913,2216,0,3804.0,12.554455445544555,6.035878435132707,12,213.0,0.26586849956810077,4,107.0,0.48960984342062747,0,0.0,0.814015711510787,22,560.0,0.3106536297844272,13,257.0,0.3887483206732652,2,56.0,0.7426214035166638,10,318.0,0.42735209230621984,13,392.0,0.3394336278939373,10,306.0,0.2715746583833384,10,299.0,0.2648476101920464,13,252.0,0.3070894891597451,3,95.0,0.5472876121565344,10,327.0,0.28765147443414907,8,245.0,0.3105727368824352,13,255.0,0.40892811034765336,4,123.0,0.610993455624466,147,3805.0
835.0,309,0,155,1923,2232,0,4570.0,14.789644012944985,5.903118544369725,14,281.0,0.30915991633368894,4,127.0,0.4786147009124309,0,0.0,0.8994512439981905,22,670.0,0.24868654638113627,15,330.0,0.4204258978956223,2,66.0,0.7023112692555037,10,368.0,0.43705475871517485,13,457.0,0.38285509220007535,10,356.0,0.26571530405953314,10,349.0,0.27382833590610306,15,324.0,0.25531358451344066,3,110.0,0.5426847182211871,10,377.0,0.27235938145811606,8,285.0,0.14793308185265852,15,328.0,0.37534341028534723,4,143.0,0.5665510227793078,155,4571.0
840.0,310,0,86,1930,2240,0,1402.0,4.52258064516129,4.948571254514927,10,200.0,0.2791770339528663,1,3.0,0.5999696889129329,0,2.0,0.8092409240250709,17,600.0,0.13282300186149038,11,283.0,0.2802170090387234,2,4.0,0.43882213065004333,4,238.0,0.4385303918293346,5,339.0,0.3442320193833827,3,227.0,0.38525176691597535,3,262.0,0.3949915482071873,9,231.0,0.1884208979294363,1,3.0,0.4375567572699326,5,243.0,0.2504124538604326,2,154.0,0.34704076931896377,10,240.0,0.2078377353344389,3,10.0,0.3377867424261591,86,3039.0
845.0,322,0,84,1934,2256,0,506.0,1.5714285714285714,6.166457579832257,3,117.0,0.3822146655735991,3,17.0,0.6329470115902579,0,6.0,0.9471326625658899,14,513.0,0.13495535901682099,8,167.0,0.16785451998992001,8,34.0,0.3017516616497176,7,107.0,0.3769206161198697,6,212.0,0.3420636474700005,2,87.0,0.6462617543110442,3,88.0,0.6305219455924592,4,144.0,0.2720448019501231,3,19.0,0.5638551620425529,5,103.0,0.40605860596299737,2,20.0,0.7015937649502342,8,167.0,0.17140272187350356,8,44.0,0.3748193360938172,84,1845.0
